reviews,stars
"The guitar is useless. Waste of money.Not suitable for any living thing.Quality bad, sound bad waste of everything.",1
This product is awesome choice for beginners,4
"The issues are of String quality and distance between string and fretboard(seems like a mile), otherwise it's perfect choice!!!",4
Every Guitar should have TRUSS ROD inside the guitar fret board but this guitar doesn't have... Bcz of this this guiter fret board easily get bend n we can not play bend guitar. Means the gape between fret board n strings gets more.. it'll hurt your finger badlyBuy guitar with truss rod or don't buy anything,1
All are gud but side handle was little damaged..... I really upset after seen the damage handle..... 😥😥,3
"Good for beginners.,good sound quality..,but the gap between the strings and fret platform is too long.",4
Go for another brand. It hurts alot so much very very much etc. Hurted my baby's fingers. Such a worst expe,1
first fret strings are hard to play cause of much gap in wood.. overall good,3
Use less product don't buy this buy some good product  it's not worth it so don't go for it .,1
"The media could not be loaded.
                



 Good for beginners.",4
"So if i could ban and remove this guitar off this website and punch the person who makes these guitars in the face, I WOULD CERATINLY DO THAT !!This guitar is a TOY GUITAR , it does not have a truss rod , which is used to fix the guitar's action(to make it comfortable to play) , I teach guitar and this guitar is a nightmare for any bigenner student , this is NOT A GUITAR , it is a toy guitar , it does not even have the full parts to be even called a guitar.Take my advice , save some money everyone and invest in a guitar WITH A TRUSS ROD! SO YOU CAN FIX IT WHEN THE ACTION INCREASES.As far as Juarez goes , i hope i get to visit your factory one day so i can burn it to the ground and take a leak on the ashes , stop fooling people you cheapsters. Get this guitar OFF THIS WEBSITE.",1
Nice Product,4
Nice Nd it is worth for what v had paid,4
I don't know I am a bird singer but not a Guthrist. My daughter is happy with her lifetime gift.,5
Best for beginners at this price. Love it. Easy to use. Received without any defects. It was Packed well. Recommended!,5
I think this guitar is good for beginners and it's easy to learn but sound quality is not so good,5
It's worth  money. Looks classy . Good for beginners. Sound quality Is also very good. I m very happy with this product.,5
"Product is good for beginners. ..I have no queries wit the productBut,  I'm not satisfied with the deliveryDidn't received my item at given address...I'm saying this bcoz the item was huge ..and it made me difficult to carry to my destination",3
quality is goor or average but they give me blue colour instead of black.,3
"Honest Review:Pros: If your budget is really tight then you can go for this guitar. Overall at this price range it is satisfactory.Cons:1. Guitar does not have truss rod. After 2-3 months action of the guitar will increase and you will be struggling to play the guitar and cannot adjust the action as well.2. Built quality is very cheap. While sliding over the frets fingers get hurt.3. Sound quality is average as the sound box is not big.4. After few months tuning keys of the guitar catch rust and you can barely move the tuning keys. Im facing this difficulty for B and E_high string.If you are a beginner and think that you will learn with a cheap guitar first and then buy a good guitar then please don't believe this myth. Branded and good quality guitar produce superb quality sound and keep you motivated. If you fall in this trap of cheap guitar which will not produce a premium sound you may end up demotivated and ultimately leave playing guitar. So if you can afford, if you have some extra money, buy a good guitar, save some money, wait for few months and save and buy a branded guitar around 10-15K budget.",1
Very cheap quality Guitar.Not for beginners & nor fr professionals.While tuning the guitar strings started breaking due to tension.& seller have kept return period of 7 days knowing the quality of guitar.No support too after purchase..Better to buy from local store than wasting money here..,1
Overall superb,4
Sound is not so gd. Otherwise ok.,2
Product Was nice for beginners no doubt...But String fixation was weaker than other similar product with same range.,4
Initially I received a damaged product. But sound was awesome. I replaced it. This time sound is not as good as earlier one. Not that impressive. Guitar pick is broken.,2
"Never buy this guitar for beginners bcouz its  fretboard  is made of plastic. And its sound quality is like as we say like besuri you can't even play your chords properly. It's nobs are made of plastic thats why it is not able to tight your strings and if you have tighten up strings but after sometimes it losen as it. And we if talk about its bag, string, belt and all its accessories are made up of very cheap quality. So, those people who are buying there first guitar never ever buy this guitar beacuse I have wasten my money for this but you don't plzzz I am suggesting you those are reading my review.",1
"This toy don't have any ""Tresrod"" If there is any bend we can't repair it. It's a bot. And ppl with out knowing it just buying it. And it contains plastic bridge. Actually guitar is made up of wood.",1
The product is amazing ☺️. The quality is mind blowing....worth it.. product is fabulous in such low price. Impressed by the quality.,5
Small and compact suitable for beginners. But not so small.,4
"It is the worst product. It is preferable to buy from offline store than online. I got a bent one, my fretboard is bent.",2
